"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
"1" 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887 0.493941065722887
"2" 0.493941065722887 0.492861469431907 0.490590169387584 0.486642236698265 0.481585445664 0.476774943365037 0.473728593826769 0.473504505340889 0.476328295821009 0.481571263248555 0.487996759639278 0.494149987235962 0.49874696835874 0.501004912458176 0.500864954934655 0.499026069948563 0.496677926255229 0.494959315298055 0.494417940330916 0.494824019110555 0.495464927397822 0.495659105161803 0.495118906137923 0.493998579762845 0.492772625468349 0.492105034617253 0.492694657084056 0.494987267080328 0.498818445659229 0.503273104159589 0.506988082767511 0.5088054803768 0.508356926486998 0.506208778548868 0.503491127038476 0.501300500964408 0.500207572935272 0.500098999355076 0.500340150581935 0.500176582907089 0.499173009839546 0.4974872317134 0.495769521940099 0.494717522987906 0.494552095702295 0.494808558949307 0.494627619414071 0.493362454467544 0.491080730778141 0.488591639571601 0.486999408283192 0.487072335765157 0.488866266431811 0.491771637537465 0.494911546650173 0.497560331794731 0.499392851691035 0.500489594176962 0.501218810199597 0.502041278948761 0.503296148152858 0.505001992340952 0.506808466350125 0.508168254453545 0.508658692702849 0.508219756933377 0.507119610357204 0.505709596320646 0.504215772091929 0.502787576052088 0.501679867991744 0.501295322766486 0.501896480580491 0.503256649082082 0.504629802409701 0.505226690706082 0.504814733842613 0.503915266795128 0.503341308239089 0.503426731617495 0.503572856919519 0.502509555773066 0.499137245108528 0.493354567705751 0.48631553941927 0.479889403597742 0.47568900160383 0.474269538689979 0.475046718415109 0.476911358608044 0.479061146373318 0.481391929536307 0.484225462617151 0.487691213736884 0.491355840754426 0.494400205015492 0.49613319042697 0.496375298173621 0.495451620167985 0.493941065722887
"3" 0.493941065722887 0.490869590836477 0.485931147507741 0.478471550212993 0.469579511685126 0.461608377575634 0.457104894003294 0.457777584366788 0.463896746830265 0.474264400061999 0.486614458526082 0.498269026358594 0.506838258564026 0.510857730388526 0.510235150185558 0.506318903933916 0.501381196664592 0.4975864111786 0.495976137075361 0.49612727410938 0.496718534103721 0.496512453130835 0.495048766875633 0.492719370685664 0.49048933005751 0.48959310727263 0.491226055598859 0.496046037306168 0.503575783310306 0.511993347302526 0.51871439230079 0.521608385358195 0.52008124999009 0.515327951533102 0.509601154379454 0.505048328286168 0.502769338569843 0.502538511187242 0.503149118046332 0.503185087902279 0.501827741284243 0.49933364639651 0.49683081890783 0.495503988888007 0.495659524093943 0.496378131905367 0.496081543540753 0.493654894518647 0.489341389845297 0.48473207083744 0.481886021209998 0.482149330892332 0.485499735800183 0.490706964400271 0.496131317864521 0.500511250343766 0.503382924464594 0.505019455812182 0.506158240708347 0.50763122133333 0.510004910722917 0.513259111416966 0.51671952822564 0.519363745916231 0.52039351682849 0.519669208865368 0.517663505147226 0.515029119750274 0.512216781621248 0.5095473922061 0.507524189434148 0.506895975191294 0.508126512819425 0.510763781874285 0.513402973884635 0.514577362602393 0.513863842810022 0.512234408598387 0.511194495409302 0.511369157039922 0.511685519567716 0.509862054267345 0.503937892696693 0.493757274457783 0.481412327486376 0.470253294889394 0.463130156981508 0.460952353008517 0.462558267756544 0.465858971378649 0.469382517208422 0.473007466108311 0.477459805366801 0.483143470526193 0.489400248321175 0.494775116120475 0.497939824167646 0.49843927880057 0.496763013763415 0.493941065722887
"4" 0.493941065722887 0.487649106404268 0.479660190322059 0.469612463727764 0.458997599803221 0.450545828929264 0.447012509643261 0.450095773469949 0.459849763119213 0.474666022013554 0.491668384584636 0.507420522950949 0.518788754073622 0.523826482245061 0.522432240739773 0.516456239696055 0.508983609451408 0.502930412681952 0.49968906212769 0.498689093940698 0.498182336441376 0.49659490712813 0.493487895102996 0.489634940669997 0.486543258829829 0.485908860465619 0.489136922794104 0.496738509901337 0.507680588661832 0.519242504910658 0.527859199417701 0.530748926228954 0.527328152633086 0.519486642588871 0.510518169938542 0.503478446122311 0.49989923875054 0.499465332031488 0.500550117234281 0.501270516058332 0.50052107802703 0.498543702601259 0.496639060190225 0.496131867508651 0.497222301978919 0.498605329359856 0.498260360516299 0.494909017705339 0.489111182648069 0.483127678653751 0.479663497460253 0.480301628413037 0.48473945229759 0.491155423778895 0.497383349458532 0.501964079022242 0.504599535294648 0.505919581077261 0.507009364871914 0.508908463362531 0.51221694610667 0.516773063198112 0.521614880750001 0.525364839881704 0.526943591917599 0.526131551697997 0.523534819847411 0.520041580201491 0.516311066094806 0.512830713057069 0.510293029529878 0.50967083184415 0.511535699188299 0.515251643599595 0.518944905447782 0.520680027328087 0.519902234311414 0.517880494716777 0.516573082214906 0.516803980079359 0.517238870914123 0.515043147414591 0.507828299765938 0.495494134928486 0.480727871031532 0.467711385838117 0.459886645220878 0.458154921710485 0.460764759582167 0.46485258010635 0.468502227186495 0.471728762342472 0.475797874597665 0.481610869488147 0.488610956529796 0.495016316495404 0.498994359682644 0.499717152214482 0.497609667791281 0.493941065722887
"5" 0.493941065722887 0.483689575116 0.472756907955224 0.461496529623774 0.451599633843573 0.4454500420042 0.445113821902492 0.451598074982025 0.464530601290634 0.482166768096052 0.501600766932371 0.519279241062536 0.531839234284343 0.537137617683111 0.535076629710107 0.527749995021033 0.518611765985445 0.510881753427247 0.506044998218814 0.503393331072618 0.500947602677982 0.497036798261836 0.491442789142795 0.485476051471001 0.481283524694414 0.480994744700467 0.486017278063324 0.496396512597823 0.51030124657965 0.524117221422107 0.533563345211402 0.535567256678286 0.529797029763955 0.518835817509672 0.506812284996288 0.497430451017037 0.492511076183777 0.491713381754609 0.493228693471436 0.494968004069334 0.495643703551652 0.495327374604981 0.495139436874785 0.496194791656261 0.498461732910137 0.500432615613815 0.500025373889407 0.496133659032772 0.489704868824255 0.483415771828873 0.480167309953479 0.481369773585036 0.486269061196732 0.492583942555996 0.497968718387437 0.50116837282006 0.502351595143041 0.502618294831152 0.503318965205005 0.505494277894179 0.5095647745777 0.515120223613371 0.520952271661589 0.525467626657948 0.527442708808992 0.526638980133185 0.523781993340286 0.519949865369034 0.515955943932128 0.512358586275833 0.509876101959953 0.509519700721862 0.511892662923079 0.51630927072769 0.520733108114401 0.523039058796347 0.522583005477345 0.520687309677406 0.519418414107894 0.519650090395513 0.520021726734472 0.517689249993545 0.510368949864105 0.498186755164529 0.484077727492302 0.472346120016107 0.466299394552899 0.466404632052066 0.470285437883148 0.474526835419382 0.477030301401042 0.478125589179547 0.479745008571999 0.483475414539471 0.489162642657148 0.495034995407068 0.498980385879131 0.499813088224183 0.49772017826907 0.493941065722887
"6" 0.493941065722887 0.479929935844285 0.46682810920698 0.455936870108139 0.448889651706336 0.447091451576995 0.451205824979164 0.461061076943501 0.475776897835566 0.493795729596841 0.512771210798521 0.529695372300789 0.541541924909216 0.546315757824847 0.543964322642764 0.536545708601882 0.52737402532786 0.519437023581001 0.513963707626818 0.510037299755093 0.505570452987483 0.4989580811838 0.490322140389271 0.481609729668983 0.475722180231568 0.475310827595259 0.48176387708916 0.494522167776557 0.510819375497439 0.526165699166766 0.535776925061597 0.536569921559735 0.528611600405222 0.515078345289321 0.500643321788155 0.489358913198725 0.483203177333884 0.481906251068684 0.483720151558673 0.486569190074509 0.489029400307992 0.490831941343085 0.492634839941515 0.495141348698378 0.498130312021825 0.500193553824958 0.499589127867472 0.495638008049693 0.489606949157256 0.484207060059072 0.482031650806679 0.483953029280996 0.488708516984658 0.493805994973488 0.49711841040486 0.497945641405469 0.49709044761749 0.496085039445964 0.496368117967345 0.498770327022433 0.503379003301951 0.509492986567197 0.515729653618908 0.520429415934487 0.522391573753725 0.521489744916594 0.518633200129932 0.515071893657658 0.511659948030638 0.508810022688987 0.506989856814589 0.507028166089433 0.509545378837609 0.514057696676724 0.518773477892366 0.521690638689178 0.522082111295237 0.521012447930915 0.520249829468245 0.520520878607852 0.520624118744439 0.518189205919175 0.511521522697644 0.50114813801313 0.489985570979649 0.48188661946146 0.479435913749545 0.482334204663691 0.487584618262118 0.491447846618677 0.491890667923982 0.489695058634173 0.487494652165076 0.487603253338243 0.490418183509271 0.494441423910635 0.497564411076209 0.49841048384006 0.496885678432922 0.493941065722887
"7" 0.493941065722887 0.477220305856017 0.463160719570156 0.453998242840484 0.451070349400546 0.454436861919229 0.46302805813268 0.475325768757569 0.489983694232561 0.505866224180609 0.52156849475545 0.535095814727055 0.544228028566388 0.547479150357112 0.544981492624323 0.538614555815789 0.531170031438988 0.524936160761884 0.52051726688068 0.516618721937662 0.511032128640645 0.502245311545276 0.490715558931644 0.479023140902325 0.470889970582346 0.469631772437224 0.476764107464516 0.49120838556594 0.509302293727333 0.525746281783207 0.535376010280358 0.535211050850542 0.525710167821236 0.510471747396267 0.494454110524261 0.481852268865694 0.474746869567067 0.473022943614907 0.47511627990171 0.479018384262087 0.483108009621211 0.486642918371534 0.489719620756237 0.492673676977587 0.495321564933791 0.49669553128564 0.495687785610243 0.492129711522693 0.487409789714169 0.483877211668423 0.483415640863318 0.486153478530578 0.490400375783966 0.493755841815 0.494652487308941 0.493139087830606 0.490611304133053 0.488808886182351 0.488987257294925 0.491582365641194 0.496305724210996 0.502243445514499 0.507984044327992 0.511977445275318 0.51323198487874 0.511904191714533 0.50919319595821 0.506504595013805 0.504561334813677 0.50332555206943 0.502677609755635 0.50305085893243 0.50513363838668 0.508970553200295 0.513457634802223 0.517016668163076 0.518816412626368 0.519349821729815 0.51970337190597 0.520257458804724 0.520064349940267 0.517521901773297 0.511801457543265 0.5039038963531 0.49654789737897 0.492816278947191 0.494301724518562 0.499870628236519 0.506056701279372 0.509052362852183 0.507080971783609 0.501396861299566 0.495201628181932 0.491373484772287 0.490811450088736 0.492424489993188 0.494374345321177 0.495346094623333 0.49504005629672 0.493941065722887
"8" 0.493941065722887 0.475963558028168 0.462141389076209 0.455417437221675 0.456692813710384 0.464684369858992 0.476723876318302 0.490122925630158 0.503182082646313 0.515211403863953 0.525758112735185 0.533946137750995 0.538603839458514 0.539072727847425 0.53593768438382 0.531001704429604 0.526427064526235 0.523538550647127 0.522010184169358 0.519932014100992 0.514837498245014 0.50522259545063 0.491784384918018 0.477630660531976 0.467254075637589 0.464704717800427 0.471811541930348 0.487214107755829 0.506570671276672 0.523923461193656 0.533790079515394 0.53324954756769 0.523012578120831 0.506920174685199 0.490080315392347 0.476788447113339 0.469249679591202 0.467509149987494 0.470112524732025 0.474977633968739 0.480155492812212 0.48440530143895 0.487393423344577 0.489356484142838 0.490463092065865 0.49042662513411 0.488844519718356 0.485942216300503 0.482988825563057 0.481722231342564 0.483169829624567 0.486736888373528 0.490479690077191 0.492329433229108 0.491449299047082 0.488624494607168 0.485618566047353 0.484030410620258 0.484618338230716 0.487279464511709 0.491405947255912 0.496063518908315 0.50004612910042 0.502136976038871 0.501753656988032 0.499500347066896 0.496952166885772 0.49562600215536 0.495918379909253 0.497037479624348 0.497969494246632 0.49857828993804 0.499681134283876 0.502138954997543 0.505903863320005 0.510061116930845 0.513657935581129 0.516391226982937 0.518412514343922 0.519630569739388 0.519368383850466 0.516844651815729 0.512071568837156 0.506401680834452 0.50221416725105 0.501772305081595 0.505794749361421 0.512598778222573 0.518614178032521 0.520263923938766 0.516121168433404 0.507754208623074 0.498603764283324 0.491778226900004 0.488490875962097 0.488080473967961 0.489163024939455 0.490703286881565 0.492309768484008 0.493941065722887
"9" 0.493941065722887 0.476047561422448 0.463232124788378 0.45878518734401 0.46316902516171 0.474115466446683 0.48790291535658 0.501124348209933 0.511860080051521 0.5196553946691 0.524637194099723 0.526763347144574 0.525870221144471 0.522330226675057 0.517515767247492 0.513474392967585 0.511924255697328 0.513217001867191 0.515922791931445 0.517285362331042 0.514397508038243 0.505651372369504 0.491878218878529 0.47655123526943 0.46474230227301 0.461125027737634 0.467911274688466 0.483709897213688 0.503828315049448 0.521912155417138 0.532253885389252 0.531909226959012 0.521669737366326 0.505482609329627 0.488574511648004 0.475380079600027 0.468227114509374 0.467194163753872 0.470705167391422 0.476387251659457 0.48189460927943 0.485631678879515 0.487145966818496 0.486925399321892 0.485723847085269 0.483954337548543 0.481737398231517 0.479437605535445 0.478035097333573 0.47866658661539 0.481672144791116 0.485964704388606 0.489534450097417 0.490723575184149 0.489369066807776 0.486797985715163 0.484836251613644 0.48460092692973 0.486085205184758 0.48854709113741 0.491150480965605 0.493172852175276 0.493899824193713 0.492717698258928 0.489662774270636 0.48591136260362 0.483436438755073 0.483786821831447 0.486873529792016 0.490950566617405 0.493914105196962 0.494924829626261 0.494912483878367 0.495670626632427 0.498392151533536 0.502967219074587 0.508346457655297 0.513374699511431 0.517225638312023 0.51934771751012 0.519324655948973 0.517052977888634 0.513092801858885 0.508833886113067 0.506169367831627 0.506685090352087 0.510645431544814 0.516387941848368 0.52076901211764 0.52074437363715 0.515199912831127 0.505674312368246 0.495369770182742 0.487224418457422 0.482566963939394 0.48115875553821 0.482161193336753 0.484919837470556 0.489022035679306 0.493941065722887
"10" 0.493941065722887 0.476965264953109 0.465294009467279 0.462183922002548 0.467777352714568 0.479400145791718 0.493046057343389 0.505172113504263 0.513762379824322 0.518246618642731 0.518731712360258 0.515462865934345 0.508997209278934 0.500759181407974 0.493175020908274 0.488929434440851 0.48967084061058 0.494998245646763 0.50239004479222 0.508114897348401 0.508690254981027 0.502334381834771 0.489948860673157 0.47519898911706 0.463429121757421 0.459621674593382 0.466237837813933 0.482000149698731 0.502217659197138 0.520515330229294 0.531193749100241 0.531326084180221 0.521707107893883 0.506302584758956 0.490404269019378 0.478513539892928 0.472912855011721 0.473450016531382 0.47817523406871 0.484330781855147 0.489312106719075 0.491491249151777 0.490659922887186 0.48779860715606 0.484254652303498 0.480913372767972 0.478074733710902 0.475979406573787 0.475300032246514 0.476826305467662 0.480607923370423 0.485405705038689 0.489280159140493 0.490892921004604 0.490508800323518 0.48969823833011 0.490071564681852 0.49204375538125 0.494698555560825 0.496605917836536 0.496765457267753 0.494845993360689 0.490886274021336 0.485148693851544 0.478486466431713 0.472718481772944 0.470169756782301 0.472328821549537 0.478549853365302 0.486095002904462 0.491719444594368 0.493773661875352 0.493150386378328 0.492451594057261 0.494065333475116 0.498723069396898 0.505368060106823 0.512124568955283 0.517354102944702 0.520189285378113 0.520480640538593 0.51858267982521 0.515206953267065 0.511401337860496 0.508433218251362 0.507420127400805 0.508679123819417 0.51119637960242 0.512780924077227 0.51114596224648 0.50533123041248 0.496394857209699 0.486790719639191 0.478944209854056 0.47419763163303 0.472777027834032 0.474432319479601 0.47888219140075 0.485693401750462 0.493941065722887
